order_id	quantity	item_name	choice_description
996	1	Chicken Soft Tacos	[Roasted Chili Corn Salsa, [Black Beans, Cheese, Guacamole, Lettuce]]
997	2	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole]]
998	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Rice, Cheese, Sour Cream, Lettuce]]
998	1	Chips and Fresh Tomato Salsa	
999	2	Canned Soft Drink	[Sprite]
999	1	Chicken Soft Tacos	[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce]]
999	1	Chicken Crispy Tacos	[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce]]
999	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce]]
1000	1	Barbacoa Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]
1000	1	Chicken Bowl	[Fresh Tomato Salsa, [Black Beans, Cheese, Guacamole, Lettuce]]
1001	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream]]
1001	1	Canned Soda	[Coca Cola]
1002	1	Barbacoa Burrito	[[Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Rice, Cheese, Sour Cream, Lettuce]]
1002	1	Side of Chips	
1003	1	Carnitas Burrito	[Tomatillo Red Chili Salsa, [Black Beans, Cheese, Sour Cream, Guacamole]]
1003	1	Canned Soft Drink	[Diet Coke]
1004	2	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Rice, Fajita Veggies, Pinto Beans, Sour Cream, Cheese, Guacamole]]
1005	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]
1005	1	Chips	
1005	1	Canned Soft Drink	[Coke]
1006	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Sour Cream, Lettuce]]
1006	1	Veggie Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]
1006	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]
1006	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]
1006	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]
1006	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]
1006	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole]]
1006	1	Chips	
1007	1	Carnitas Bowl	[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese]]
1007	1	Canned Soda	[Diet Dr. Pepper]
1007	1	Side of Chips	
1008	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]
1008	1	Chips	
1008	1	Canned Soft Drink	[Sprite]
1009	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]
1009	1	Canned Soda	[Diet Coke]
1009	1	Bottled Water	
1009	1	Side of Chips	
1010	1	Carnitas Bowl	[[Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild)], [Rice, Pinto Beans, Cheese, Guacamole]]
1010	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Rice, Black Beans, Cheese, Lettuce]]
1010	1	Chicken Crispy Tacos	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Lettuce]]
1010	2	Chips and Tomatillo-Red Chili Salsa	
1011	1	Carnitas Soft Tacos	[Roasted Chili Corn Salsa, [Lettuce, Sour Cream, Cheese, Rice]]
1011	1	Canned Soft Drink	[Coke]
1011	1	Canned Soft Drink	[Coke]
1011	1	Canned Soft Drink	[Coke]
1012	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
1012	1	Chicken Crispy Tacos	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]
1013	1	Carnitas Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
1013	1	Chips and Guacamole	
1013	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
1013	1	Chips and Guacamole	
1014	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Cheese, Rice, Pinto Beans, Sour Cream]]
1014	1	Canned Soda	[Coca Cola]
1015	1	Chicken Salad Bowl	[Roasted Chili Corn Salsa, [Cheese, Guacamole, Lettuce]]
1015	1	Chips	
1016	1	Veggie Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Sour Cream, Guacamole, Lettuce]]
1016	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]
1016	1	Carnitas Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
1017	1	Veggie Bowl	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]
1017	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole]]
1018	1	Steak Bowl	[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream]]
1018	1	Chips and Fresh Tomato Salsa	
1019	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
1019	1	Chips and Guacamole	
1020	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]
1020	1	Chips and Tomatillo Red Chili Salsa	
1020	1	Chips and Tomatillo Red Chili Salsa	
1021	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole]]
1021	1	Bottled Water	
1022	1	Chicken Burrito	[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Guacamole]]
1023	2	Chicken Bowl	[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Fajita Veggies]]
1024	2	Carnitas Burrito	[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]
1025	1	Chicken Bowl	[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole]]
1025	1	Chips and Guacamole	
1025	1	Canned Soda	[Mountain Dew]
1026	1	Barbacoa Burrito	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]
1026	1	Carnitas Burrito	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]
1026	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]
1026	1	Chips and Guacamole	
1027	2	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]
1028	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]
1028	1	Chips and Guacamole	
1029	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]
1029	1	Canned Soft Drink	[Diet Coke]
1029	1	Chips and Guacamole	
1030	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Cheese]]
1030	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]
1030	1	Chicken Bowl	[Tomatillo Red Chili Salsa, Fajita Vegetables]
1031	2	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]
1031	1	Chips and Guacamole	
1032	1	Steak Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Lettuce]]
1032	1	Canned Soft Drink	[Diet Coke]
1032	1	Chips and Roasted Chili Corn Salsa	
1033	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Guacamole, Lettuce]]
1033	1	Chicken Crispy Tacos	[Fresh Tomato Salsa, [Fajita Vegetables, Lettuce]]
1033	1	Veggie Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Lettuce]]
1034	1	Chicken Bowl	[Fresh Tomato Salsa, [Sour Cream, Fajita Vegetables, Rice, Guacamole, Cheese]]
1034	1	Chips	
1035	2	Chips and Guacamole	
1035	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
1035	1	Carnitas Salad Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
1036	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]
1037	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]
1037	1	Chips and Guacamole	
1038	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]
1038	1	Chicken Salad Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]
1039	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Lettuce]]
1039	1	Chicken Burrito	[Tomatillo-Red Chili Salsa (Hot), [Rice, Black Beans, Fajita Veggies, Guacamole]]
1040	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Lettuce]]
1040	1	Izze	[Clementine]
1041	1	Barbacoa Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]
1041	1	Chicken Bowl	[Tomatillo Red Chili Salsa, Rice]
1041	1	Chips and Tomatillo Red Chili Salsa	
1042	2	Bottled Water	
1042	1	Steak Salad Bowl	[Fresh Tomato Salsa, [Black Beans, Sour Cream, Cheese, Lettuce]]
1043	1	Steak Burrito	[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Cheese, Guacamole]]
1043	1	Chips and Fresh Tomato Salsa	
1044	1	Bottled Water	
1044	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]
1044	1	Steak Crispy Tacos	[Fresh Tomato Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]
1045	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]
1045	1	Chips	
1045	1	Bottled Water	
1046	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Lettuce]]
1046	1	Izze	[Clementine]
1047	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]
1047	1	Canned Soft Drink	[Diet Coke]
1048	2	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]
1049	1	Veggie Burrito	[Fresh Tomato Salsa, [Cheese, Sour Cream, Guacamole]]
1049	1	Canned Soft Drink	[Nestea]
1050	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]
1050	1	Chips and Tomatillo Green Chili Salsa	
1050	1	Canned Soft Drink	[Lemonade]
1051	1	Chicken Burrito	[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Sour Cream, Guacamole, Lettuce]]
1051	1	Steak Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole]]
1051	3	Chips and Guacamole	
1051	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]
1051	1	Carnitas Bowl	[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
1052	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]
1052	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]
1052	1	Chips and Guacamole	
1052	1	Chicken Crispy Tacos	[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream, Guacamole]]
1053	1	Chicken Burrito	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]
1053	1	Nantucket Nectar	[Pineapple Orange Banana]
1054	1	Steak Soft Tacos	[Fresh Tomato Salsa, [Cheese, Lettuce]]
1054	1	Chips and Tomatillo Green Chili Salsa	
1055	2	Chips and Tomatillo-Green Chili Salsa	
1055	1	Chips and Fresh Tomato Salsa	
1055	1	Chips and Guacamole	
1056	1	Steak Burrito	[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]
1056	1	Barbacoa Burrito	[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]
1057	1	Chicken Soft Tacos	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]
1057	1	Chicken Soft Tacos	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Black Beans, Cheese, Guacamole, Lettuce]]
1057	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]
1058	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
1058	1	Chips and Tomatillo Red Chili Salsa	
1058	1	Chips and Guacamole	
1059	1	Barbacoa Bowl	[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]
1059	1	Chicken Crispy Tacos	[Tomatillo Red Chili Salsa, [Rice, Cheese]]
1059	1	Chips and Guacamole	
1060	1	Chicken Burrito	[Tomatillo-Green Chili Salsa (Medium), [Rice, Fajita Veggies, Lettuce]]
1060	1	Chicken Soft Tacos	[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]
1061	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Rice, Black Beans, Sour Cream, Guacamole]]
1062	1	Veggie Bowl	[Fresh Tomato Salsa (Mild), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]
1062	1	Chips and Guacamole	
1063	1	Steak Burrito	[Tomatillo Green Chili Salsa, [Rice, Sour Cream, Guacamole, Lettuce]]
1063	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese]]
1064	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]
1064	1	Chips and Guacamole	
1064	1	Bottled Water	
1064	1	Canned Soft Drink	[Sprite]
1065	1	Chicken Burrito	[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Cheese, Lettuce]]
1065	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]
1066	1	Veggie Salad Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Lettuce]]
1066	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]
1067	1	Veggie Burrito	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]
1067	1	Carnitas Burrito	[Fresh Tomato Salsa, [Cheese, Lettuce]]
1068	1	Chicken Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]
1068	1	Chips and Fresh Tomato Salsa	
1068	1	Canned Soft Drink	[Diet Coke]
1069	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Sour Cream, Guacamole]]
1069	1	Bottled Water	
1070	1	Chicken Burrito	[Fresh Tomato Salsa, [Sour Cream, Cheese, Guacamole, Rice]]
1070	1	Chips and Guacamole	
1070	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]]
1070	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Cheese]]
1071	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]
1071	1	Carnitas Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]
1071	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]
1071	1	Chips and Guacamole	
1071	1	Bottled Water	
1072	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]
1072	1	Chicken Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]
1073	1	Chicken Burrito	[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]
1073	1	Side of Chips	
1074	1	Chicken Bowl	[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]
1074	1	Chips	
1074	1	Barbacoa Burrito	[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]
1074	1	Chips	
1075	1	Bottled Water	
1075	1	Chicken Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]
1076	1	Steak Bowl	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]
1076	1	Chips	
1076	1	6 Pack Soft Drink	[Coke]
1077	1	Steak Burrito	[Roasted Chili Corn Salsa, [Cheese, Black Beans, Lettuce]]
1077	1	Carnitas Soft Tacos	[Roasted Chili Corn Salsa, [Cheese, Lettuce]]
1078	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]
1078	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]
1079	1	Barbacoa Burrito	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]
1079	1	Carnitas Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]
1080	1	Steak Burrito	[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Guacamole, Lettuce]]
1080	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
1081	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]
1081	1	Chips	
1081	1	Canned Soft Drink	[Nestea]
1082	1	Carnitas Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
1082	1	Steak Bowl	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]
1082	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole, Lettuce]]
1083	1	Chicken Salad Bowl	[Roasted Chili Corn Salsa, [Cheese, Lettuce]]
1083	2	Chips and Fresh Tomato Salsa	
1084	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]
1084	1	Chips and Guacamole	
1085	1	Steak Soft Tacos	[Fresh Tomato Salsa, Sour Cream]
1085	1	Carnitas Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]
1085	1	Chips and Guacamole	
1086	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce]]
1086	1	Chips and Guacamole	
1087	1	Chicken Burrito	[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
1087	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]
1087	1	Chips	
1088	1	Steak Salad Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole]]
1088	1	Chicken Bowl	[Fresh Tomato Salsa, [Pinto Beans, Cheese, Guacamole]]
1089	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]
1089	1	Chips and Tomatillo Red Chili Salsa	
1089	1	Bottled Water	
1090	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice]]
1090	2	Chips	
1091	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]
1091	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]
1091	1	Barbacoa Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
1092	1	Steak Bowl	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]
1092	1	Chips	
1092	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]
1093	1	Steak Bowl	[Fresh Tomato Salsa (Mild), [Rice, Cheese, Sour Cream, Lettuce]]
1093	1	Bottled Water	
1094	1	Veggie Burrito	[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]
1094	1	Veggie Salad	[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]
1095	1	Chicken Burrito	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]
1095	1	Izze	[Blackberry]
1095	1	Steak Burrito	[Tomatillo-Red Chili Salsa (Hot), [Rice, Fajita Veggies, Cheese]]
1096	1	Chicken Bowl	[Fresh Tomato Salsa (Mild), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]
1096	1	Chips and Guacamole	
1097	1	Barbacoa Bowl	[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]
1097	1	Chips	
1097	1	Chicken Soft Tacos	[Roasted Chili Corn Salsa, [Rice, Cheese]]
1097	1	Chips and Guacamole	
1097	2	Canned Soft Drink	[Diet Coke]
1098	1	Steak Burrito	[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Guacamole]]
1098	1	Canned Soda	[Sprite]
1099	1	Chicken Burrito	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]
1099	1	Chicken Burrito	[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]
1100	2	Chicken Bowl	[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Fajita Veggies]]
1101	1	Chips and Guacamole	
1101	1	Veggie Bowl	[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce]]
1101	1	Canned Soda	[Sprite]
1102	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]
1102	1	Chips and Fresh Tomato Salsa	
1102	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans]]
1103	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream]]
1103	1	Chips and Fresh Tomato Salsa	
1103	1	Barbacoa Soft Tacos	[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]
1104	1	Chicken Bowl	[Fresh Tomato Salsa, [Cheese, Guacamole, Sour Cream, Fajita Vegetables, Rice]]
1104	1	Chips	
1105	1	Steak Burrito	[Fresh Tomato Salsa, [Pinto Beans, Cheese, Sour Cream]]
1105	1	Chips and Guacamole	
1106	1	Chips and Guacamole	
1106	1	Barbacoa Burrito	[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]
1106	1	Barbacoa Crispy Tacos	[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce, Guacamole]]
1107	1	Steak Bowl	[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]
1107	1	Chips	
1108	1	Carnitas Burrito	[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]
1108	1	Chicken Burrito	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]
1109	1	Chicken Burrito	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce]]
1109	1	6 Pack Soft Drink	[Diet Coke]
1110	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]
1110	1	Veggie Bowl	[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]
1110	1	Chips and Fresh Tomato Salsa	
1111	1	Chicken Burrito	[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream, Guacamole]]
1111	1	Chips and Guacamole	
1112	1	Bottled Water	
1112	1	Barbacoa Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]
1112	1	Chips	
1113	1	Chicken Soft Tacos	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Lettuce]]
1113	1	Veggie Bowl	[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce]]
1114	1	Steak Salad Bowl	[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]
1114	1	Chips and Guacamole	
1114	1	Bottled Water	
1114	1	Canned Soft Drink	[Coke]
1115	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]
1115	1	Chicken Bowl	[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]
1115	1	Chips and Guacamole	
1116	1	Chicken Bowl	[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]
1116	1	Steak Crispy Tacos	[Roasted Chili Corn Salsa, [Sour Cream, Cheese, Lettuce, Guacamole]]
1117	1	Chicken Bowl	[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]
1117	1	Canned Soda	[Diet Dr. Pepper]
1117	1	Bottled Water	
1117	1	Side of Chips	
1118	1	Steak Burrito	[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]
1118	1	Nantucket Nectar	[Apple]
